Marital_status,Application_mode,Application_order,Course,Previous_qualification,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Unemployment_rate,Inflation_rate,GDP,Status,Nationality,Attendance
Single,Technological specialization diploma holders,1,Equinculture,Technological specialization course,150.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Agriculture/Fishery,Agriculture/Fishery,150.0,Yes,No,No,Yes,Male,No,22,No,5,7,4,14.5,5,5,5,14.6,10.8,1.4,1.74,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Social Service,Secondary education,133.1,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Technical,Administrative,112.0,No,No,No,Yes,Male,No,19,No,6,7,6,12.166666666666666,6,6,6,12.166666666666666,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Equinculture,Secondary education,152.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Machine Operator,135.6,Yes,No,No,Yes,Male,No,18,No,5,5,5,15.4,5,5,5,15.6,12.7,3.7,-1.7,Dropout,Portuguese,Daytime
Single,Over 23 years old,1,Informatics Engineering,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Technical,134.4,No,No,Yes,No,Male,No,31,No,5,9,2,13.333333333333334,5,9,2,16.0,16.2,0.3,-0.92,Dropout,Portuguese,Daytime
Single,Over 23 years old,1,Management (evening attendance),Secondary education,130.0,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Technical,Technical,120.5,No,No,No,Yes,Male,No,28,No,5,5,0,12.285714285714286,5,5,0,12.2,12.7,3.7,-1.7,Dropout,Portuguese,Evening
Single,1st phase - general contingent,1,Communication Design,Secondary education,148.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Machine Operator,141.4,No,No,No,Yes,Male,No,19,No,6,0,0,12.285714285714286,6,0,0,12.2,15.5,2.8,-4.06,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,1,Tourism,Secondary education,148.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Machine Operator,145.2,No,No,No,Yes,Male,No,20,No,6,7,6,13.714285714285714,6,8,6,14.714285714285714,16.2,0.3,-0.92,Graduate,Portuguese,Daytime
Divorced,Over 23 years old,1,Social Service,Secondary education,130.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Degree,Unskilled Labor,Professional/Scientific,140.0,No,No,No,Yes,Male,No,20,No,6,7,4,12.25,6,7,0,12.2,8.9,1.4,3.51,Dropout,Portuguese,Daytime
Single,Change of course,1,Communication Design,Secondary education,160.0,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Bachelor's Degree,Administrative,Professional/Scientific,100.0,No,No,No,Yes,Male,No,20,No,6,9,5,16.0,6,11,4,16.5,13.9,-0.3,0.79,Enrolled,Portuguese,Daytime
Married,Over 23 years old,1,Management (evening attendance),Secondary education,130.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,140.0,Yes,No,No,Yes,Male,No,31,No,5,8,1,11.0,5,5,1,13.0,9.4,-0.8,-3.12,Dropout,Portuguese,Evening
Single,Over 23 years old,1,Nursing,Secondary education,110.0,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,126.0,Yes,No,No,Yes,Male,No,27,No,7,7,7,14.085714285714284,7,7,7,14.085714285714284,7.6,2.6,0.32,Enrolled,Portuguese,Daytime
Single,3rd phase - general contingent,1,Social Service,Secondary education,122.0,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Unskilled Labor,Professional/Scientific,112.6,Yes,No,No,Yes,Male,No,21,No,6,9,6,10.166666666666666,6,10,6,10.5,12.7,3.7,-1.7,Graduate,Portuguese,Daytime
Married,Over 23 years old,1,Informatics Engineering,Secondary education,110.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,106.8,No,No,No,Yes,Male,No,34,No,5,8,1,10.0,5,9,0,12.2,8.9,1.4,3.51,Dropout,Portuguese,Daytime
Single,Change of institution/course,1,Informatics Engineering,Secondary education,129.0,Higher Education - Bachelor's Degree,Basic education 1st cycle (4th/5th year) or equiv.,Professional/Scientific,Unskilled Labor,121.6,Yes,No,No,Yes,Male,No,19,No,5,10,0,12.285714285714286,5,7,1,10.0,7.6,2.6,0.32,Enrolled,Portuguese,Daytime
Married,Over 23 years old,1,Management (evening attendance),Secondary education,110.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Management/Government,Administrative,120.0,Yes,No,No,No,Male,No,20,No,5,10,2,10.5,5,5,3,10.666666666666666,9.4,-0.8,-3.12,Dropout,Portuguese,Evening
Single,1st phase - general contingent,1,Animation and Multimedia Design,Secondary education,133.1,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Professional/Scientific,126.1,Yes,No,No,Yes,Male,Yes,18,No,6,0,0,12.285714285714286,6,0,0,12.2,12.7,3.7,-1.7,Graduate,Portuguese,Daytime
Married,Over 23 years old,1,Communication Design,Other - 11th year of schooling,110.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Services/Retail,Military,130.0,No,No,Yes,No,Male,Yes,20,No,6,6,0,12.285714285714286,6,6,0,12.2,15.5,2.8,-4.06,Dropout,Portuguese,Daytime
Single,Change of course,1,Social Service (evening attendance),Secondary education,110.0,Unknown,Unknown,Student,Student,110.0,No,No,No,Yes,Male,No,20,No,6,12,0,12.285714285714286,5,10,0,12.2,7.6,2.6,0.32,Dropout,Portuguese,Evening
Single,Over 23 years old,1,Agronomy,Secondary education,133.1,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Industry/Construction,110.0,Yes,No,No,Yes,Male,No,31,No,6,8,0,12.285714285714286,6,10,0,12.2,16.2,0.3,-0.92,Dropout,Portuguese,Daytime
Single,Over 23 years old,1,Agronomy,Secondary education,133.1,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Military,145.8,No,No,No,Yes,Male,No,34,No,6,15,5,13.333333333333334,6,15,5,12.4,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Animation and Multimedia Design,Secondary education,126.0,11th Year of Schooling - Not Completed,11th Year of Schooling - Not Completed,Administrative,Administrative,130.2,Yes,No,No,Yes,Male,Yes,18,No,6,0,0,12.285714285714286,6,0,0,12.2,9.4,-0.8,-3.12,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Advertising and Marketing Management,Secondary education,137.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,122.3,No,No,No,Yes,Male,Yes,18,No,6,7,6,13.571428571428571,6,6,6,14.333333333333334,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Communication Design,Secondary education,117.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Technical,Technical,125.4,Yes,No,No,Yes,Male,Yes,19,No,6,6,6,12.833333333333334,6,7,6,11.166666666666666,11.1,0.6,2.02,Graduate,Portuguese,Daytime
Single,Change of course,1,Management (evening attendance),Secondary education,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Administrative,130.0,No,No,No,Yes,Male,No,20,No,5,6,4,10.25,8,8,5,11.2,15.5,2.8,-4.06,Dropout,Portuguese,Evening
Single,Over 23 years old,1,Equinculture,Secondary education,120.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Unskilled Labor,150.0,No,No,No,Yes,Male,No,25,No,6,6,0,12.285714285714286,6,6,0,12.2,12.4,0.5,1.79,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,1,Informatics Engineering,Secondary education,126.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Services/Retail,Unskilled Labor,116.9,Yes,No,Yes,Yes,Male,No,20,No,5,5,4,14.5,6,8,3,13.333333333333334,11.1,0.6,2.02,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,1,Informatics Engineering,Secondary education,122.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Unskilled Labor,114.7,No,No,No,Yes,Male,No,20,No,5,6,5,15.8,5,8,5,13.714285714285714,11.1,0.6,2.02,Enrolled,Portuguese,Daytime
Single,Over 23 years old,1,Agronomy,Secondary education,111.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Military,95.8,Yes,No,No,No,Male,No,20,No,6,0,0,12.285714285714286,6,0,0,12.2,15.5,2.8,-4.06,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,1,Informatics Engineering,Secondary education,139.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Administrative,133.1,Yes,No,No,Yes,Male,No,18,No,5,8,4,12.5,5,7,3,14.666666666666666,7.6,2.6,0.32,Enrolled,Portuguese,Daytime
Single,Change of course,1,Agronomy,Secondary education,150.0,Higher Education - Bachelor's Degree,Higher Education - Master's,Administrative,Management/Government,150.0,No,No,No,Yes,Male,No,20,No,6,8,5,11.666666666666666,6,13,12,11.5,15.5,2.8,-4.06,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,2,Management (evening attendance),Secondary education,116.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Administrative,118.5,No,No,No,Yes,Male,No,23,No,5,6,4,13.0,5,5,5,13.0,7.6,2.6,0.32,Graduate,Portuguese,Evening
Single,2nd phase - general contingent,1,Nursing,Secondary education,130.0,Higher Education - Degree,Higher Education - Degree,Professional/Scientific,Professional/Scientific,131.1,No,No,No,Yes,Male,No,19,No,7,8,7,12.12142857142857,9,12,8,11.50625,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Single,Short cycle diploma holders,1,Veterinary Nursing,Professional higher technical course,150.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Technical,Machine Operator,150.3,Yes,No,No,Yes,Male,Yes,21,No,6,15,9,14.22222222222222,9,15,7,13.75,8.9,1.4,3.51,Graduate,Portuguese,Daytime
Single,Change of course,1,Advertising and Marketing Management,Secondary education,132.0,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Machine Operator,120.5,No,No,No,Yes,Male,No,19,No,6,8,4,12.5,6,8,4,13.25,13.9,-0.3,0.79,Enrolled,Portuguese,Daytime
Single,3rd phase - general contingent,1,Informatics Engineering,Secondary education,108.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Technical,105.6,Yes,No,No,Yes,Male,No,20,No,5,7,5,12.166666666666666,5,7,5,15.285714285714286,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Single,Over 23 years old,1,Advertising and Marketing Management,Secondary education,133.1,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Technical,Technical,125.3,No,Yes,No,Yes,Male,Yes,30,No,6,0,0,12.285714285714286,6,0,0,12.2,12.4,0.5,1.79,Dropout,Portuguese,Daytime
Divorced,Over 23 years old,1,Tourism,Secondary education,120.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Unskilled Labor,131.0,Yes,No,No,Yes,Male,No,20,No,6,6,6,12.666666666666666,6,6,6,11.5,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Single,3rd phase - general contingent,1,Nursing,Secondary education,146.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Degree,Administrative,Unskilled Labor,127.0,No,No,No,Yes,Male,No,19,No,8,8,7,13.614285714285714,8,8,7,13.614285714285714,12.7,3.7,-1.7,Graduate,Portuguese,Daytime
Single,Technological specialization diploma holders,1,Equinculture,Technological specialization course,150.0,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,Technical,Agriculture/Fishery,150.0,Yes,No,No,Yes,Male,No,22,No,6,8,5,12.857142857142858,6,15,10,14.3,16.2,0.3,-0.92,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Equinculture,Secondary education,160.0,Higher Education - Degree,Higher Education - Degree,Management/Government,Professional/Scientific,149.2,No,No,No,Yes,Male,No,18,No,5,7,4,14.0,5,5,5,14.2,7.6,2.6,0.32,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Advertising and Marketing Management,Secondary education,125.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,121.5,Yes,No,No,Yes,Male,Yes,21,No,6,8,4,14.75,6,6,5,11.8,12.7,3.7,-1.7,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,2,Veterinary Nursing,Secondary education,125.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Other,Other,137.3,No,No,No,Yes,Male,No,18,No,6,0,0,12.285714285714286,6,0,0,12.2,7.6,2.6,0.32,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,1,Advertising and Marketing Management,Secondary education,122.0,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Professional/Scientific,Technical,119.6,Yes,No,No,Yes,Male,No,18,No,6,8,6,13.625,6,7,6,14.285714285714286,11.1,0.6,2.02,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Animation and Multimedia Design,Secondary education,138.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Technical,141.5,No,No,No,Yes,Male,No,19,No,6,0,0,12.285714285714286,6,0,0,12.2,7.6,2.6,0.32,Graduate,Portuguese,Daytime
Single,Technological specialization diploma holders,1,Agronomy,Technological specialization course,150.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Agriculture/Fishery,Agriculture/Fishery,150.0,Yes,No,No,Yes,Male,No,21,No,6,12,4,11.8,6,11,4,11.875,16.2,0.3,-0.92,Dropout,Portuguese,Daytime
Single,Over 23 years old,1,Agronomy,Secondary education,140.0,Higher Education - Degree,Higher Education - Degree,Professional/Scientific,Professional/Scientific,110.0,No,No,No,Yes,Male,No,31,No,6,8,6,15.125,6,10,6,14.6,16.2,0.3,-0.92,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Tourism,Secondary education,113.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Professional/Scientific,Technical,110.2,Yes,No,No,Yes,Male,No,21,No,6,10,4,11.5,6,10,2,10.5,9.4,-0.8,-3.12,Dropout,Portuguese,Daytime
Single,Over 23 years old,1,Informatics Engineering,Secondary education,139.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Industry/Construction,110.3,No,No,Yes,Yes,Male,No,24,No,5,12,1,10.0,5,11,1,11.0,8.9,1.4,3.51,Enrolled,Portuguese,Daytime
Single,Transfer,1,Journalism and Communication,Secondary education,133.1,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Frequency of Higher Education,Administrative,Technical,120.0,No,No,No,Yes,Male,No,27,No,4,8,0,12.285714285714286,5,10,0,12.2,9.4,-0.8,-3.12,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Management,Secondary education,118.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Unskilled Labor,114.2,Yes,No,No,Yes,Male,No,20,No,5,9,3,10.333333333333334,5,6,5,12.8,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Single,Technological specialization diploma holders,1,Informatics Engineering,Technological specialization course,140.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Services/Retail,140.0,Yes,No,No,Yes,Male,No,22,No,5,9,0,12.285714285714286,5,6,2,11.666666666666666,10.8,1.4,1.74,Enrolled,Portuguese,Daytime
Single,1st phase - general contingent,1,Agronomy,Secondary education,144.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Unskilled Labor,132.8,No,No,No,Yes,Male,Yes,19,No,6,9,4,12.0,6,10,4,12.5,15.5,2.8,-4.06,Enrolled,Portuguese,Daytime
Single,3rd phase - general contingent,1,Journalism and Communication,Secondary education,125.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Industry/Construction,121.5,Yes,No,No,Yes,Male,No,19,No,6,6,6,13.833333333333334,6,6,6,14.5,8.9,1.4,3.51,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Animation and Multimedia Design,Secondary education,131.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Industry/Construction,Administrative,127.2,Yes,No,Yes,Yes,Male,No,23,No,6,8,5,12.153846153846152,6,8,11,11.909090909090908,11.1,0.6,2.02,Enrolled,Portuguese,Daytime
Single,2nd phase - general contingent,1,Equinculture,Secondary education,131.0,Other - 11th Year of Schooling,Other - 11th Year of Schooling,Professional/Scientific,Machine Operator,128.2,Yes,No,No,Yes,Male,No,18,No,6,7,6,14.0,6,8,6,13.666666666666666,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Journalism and Communication,Secondary education,140.0,Higher Education - Degree,Higher Education - Bachelor's Degree,Administrative,Agriculture/Fishery,133.4,Yes,No,No,No,Male,No,29,No,6,8,6,16.5,6,6,5,13.8,11.1,0.6,2.02,Enrolled,Portuguese,Daytime
Single,Over 23 years old,1,Equinculture,Secondary education,133.1,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Services/Retail,120.0,Yes,No,No,Yes,Male,No,29,No,5,11,1,12.285714285714286,5,10,3,13.333333333333334,10.8,1.4,1.74,Dropout,Portuguese,Daytime
Single,Technological specialization diploma holders,1,Agronomy,Secondary education,140.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Services/Retail,140.0,No,No,No,Yes,Male,No,20,No,6,11,6,11.285714285714286,6,12,5,11.77777777777778,16.2,0.3,-0.92,Enrolled,Portuguese,Daytime
Single,1st phase - general contingent,1,Animation and Multimedia Design,Secondary education,139.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Degree,Unskilled Labor,Professional/Scientific,136.9,Yes,No,No,Yes,Male,Yes,19,No,6,0,0,12.285714285714286,6,0,0,12.2,9.4,-0.8,-3.12,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,3,Animation and Multimedia Design,Secondary education,125.0,Higher Education - Degree,Technological specialization course,Professional/Scientific,Services/Retail,117.0,Yes,Yes,No,Yes,Male,No,22,No,6,0,0,12.285714285714286,6,0,0,12.2,10.8,1.4,1.74,Enrolled,Portuguese,Daytime
Single,1st phase - general contingent,2,Advertising and Marketing Management,Secondary education,117.0,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Technical,Services/Retail,110.7,Yes,No,No,Yes,Male,No,20,No,6,10,5,14.0,6,10,6,12.0,11.1,0.6,2.02,Enrolled,Portuguese,Daytime
Single,Over 23 years old,1,Equinculture,Secondary education,150.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Services/Retail,160.0,Yes,No,No,Yes,Male,No,24,No,5,13,4,13.75,5,9,3,12.0,9.4,-0.8,-3.12,Enrolled,Portuguese,Daytime
Single,1st phase - general contingent,1,Advertising and Marketing Management,Secondary education,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Services/Retail,Machine Operator,95.0,No,No,No,No,Male,No,21,No,6,9,4,13.25,6,6,5,11.0,12.7,3.7,-1.7,Dropout,Portuguese,Daytime
Single,Over 23 years old,1,Management,Secondary education,150.0,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,Industry/Construction,Technical,148.8,No,No,No,Yes,Male,Yes,25,No,5,7,4,14.25,5,7,4,14.75,12.7,3.7,-1.7,Graduate,Portuguese,Daytime
Single,Over 23 years old,1,Management,Secondary education,120.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,110.0,No,No,No,No,Male,No,32,No,5,9,0,12.285714285714286,5,5,0,12.2,9.4,-0.8,-3.12,Dropout,Portuguese,Daytime
Single,Change of course,1,Management (evening attendance),Secondary education,136.0,Higher Education - Degree,Higher Education - Master's,Professional/Scientific,Professional/Scientific,133.9,No,No,No,No,Male,No,26,No,6,12,8,11.25,8,8,3,11.333333333333334,7.6,2.6,0.32,Dropout,Portuguese,Evening
Single,1st phase - general contingent,1,Equinculture,Secondary education,133.0,Higher Education - Bachelor's Degree,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Industry/Construction,125.7,Yes,No,No,Yes,Male,Yes,18,No,6,7,6,13.5,6,8,6,12.5,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Tourism,Secondary education,125.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Industry/Construction,116.6,No,No,No,Yes,Male,Yes,19,No,6,8,5,12.666666666666666,6,10,6,12.857142857142858,16.2,0.3,-0.92,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,3,Communication Design,Secondary education,127.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Services/Retail,Industry/Construction,141.0,Yes,No,No,Yes,Male,Yes,19,No,6,6,6,15.166666666666666,6,6,6,12.333333333333334,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Single,Holders of other higher courses,1,Informatics Engineering,Higher education - degree (1st cycle),130.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Administrative,130.0,No,No,No,Yes,Male,No,27,No,6,6,6,13.166666666666666,5,7,5,15.142857142857142,11.1,0.6,2.02,Dropout,Portuguese,Daytime
Single,Short cycle diploma holders,1,Agronomy,Secondary education,130.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Unskilled Labor,130.0,No,No,Yes,Yes,Male,No,21,No,6,8,10,11.8,6,15,9,11.444444444444445,8.9,1.4,3.51,Enrolled,Portuguese,Daytime
Single,2nd phase - general contingent,1,Informatics Engineering,Secondary education,127.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Services/Retail,115.8,No,No,No,Yes,Male,No,20,No,5,10,4,11.5,5,11,0,12.2,13.9,-0.3,0.79,Enrolled,Portuguese,Daytime
Single,Technological specialization diploma holders,1,Communication Design,Technological specialization course,140.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative,Student,140.0,Yes,No,No,Yes,Male,No,21,No,6,6,6,14.5,6,8,6,11.333333333333334,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Journalism and Communication,Secondary education,125.0,Basic education 1st cycle (4th/5th year) or equiv.,Higher Education - Degree,Services/Retail,Professional/Scientific,126.1,Yes,No,No,Yes,Male,No,22,No,6,10,5,13.4,6,12,3,10.666666666666666,9.4,-0.8,-3.12,Enrolled,Portuguese,Daytime
Single,1st phase - general contingent,1,Animation and Multimedia Design,Secondary education,135.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Services/Retail,Industry/Construction,137.5,Yes,No,Yes,No,Male,No,19,No,6,0,0,12.285714285714286,6,0,0,12.2,12.7,3.7,-1.7,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Management,Secondary education,132.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Services/Retail,Services/Retail,120.8,Yes,No,No,Yes,Male,Yes,18,No,5,8,4,10.8,5,10,2,12.5,11.1,0.6,2.02,Dropout,Portuguese,Daytime
Single,Over 23 years old,2,Social Service,Secondary education,110.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Services/Retail,Services/Retail,136.5,No,No,No,Yes,Male,No,28,No,5,6,0,12.285714285714286,5,5,0,12.2,13.9,-0.3,0.79,Dropout,Portuguese,Daytime
Married,Over 23 years old,1,Agronomy,Secondary education,130.0,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Management/Government,122.0,No,No,Yes,No,Male,No,25,No,10,8,6,11.428571428571429,7,15,4,12.0,15.5,2.8,-4.06,Dropout,Portuguese,Daytime
Single,Change of course,1,Agronomy,Secondary education,130.0,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,Services/Retail,Administrative,130.0,No,No,No,Yes,Male,No,25,No,6,8,8,12.5,6,8,10,11.6,15.5,2.8,-4.06,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Management,Secondary education,135.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Services/Retail,126.3,No,No,No,Yes,Male,No,18,No,5,11,2,13.5,5,11,3,12.333333333333334,8.9,1.4,3.51,Enrolled,Portuguese,Daytime
